genome	gtdb_species	gtdb_genus	study_id	ecosystem_compartment	is_mag	n_phaC_matrix	n_targets_corrected	pct_triad_complete	pct_full_length	median_protein_length_aa	n_distinct_cluster07	n_clusters_known_of	pct_distinct_clusters	n_scaffolds_known	n_targets_scaffold_known_of	checkm_completeness	checkm_contamination	legitimacy_call
PRIE21-1_SAMEA7670916_MAG_00000107	Unknown JABJAG01	JABJAG01	PRIE21-1	Seawater	True	3	3	0.333	0.333	206	3	3	1.000	3	3	84.29	2.79	uncertain
PUEN22-1_SAMN25861433_MAG_00000044	Unknown JADHLJ01	JADHLJ01	PUEN22-1	Seawater	True	3	3	0.000	0.000	157	3	3	1.000	2	3	60.5	3.59	likely_artifact
PUEN22-1_SAMN25861433_MAG_00000083	Unknown VMCJ01	VMCJ01	PUEN22-1	Seawater	True	3	3	0.667	0.000	292	3	3	1.000	2	3	86.9	2.87	likely_legit
RAGG21-1_SAMN14329493_MAG_00000004	Phenylobacterium sp013911965	Phenylobacterium	RAGG21-1	Seawater	True	3	3	0.333	0.667	577	3	3	1.000	3	3	83.1	2.82	uncertain
RAGG21-1_SAMN14329496_MAG_00000033	JAABYT01 sp964194585	JAABYT01	RAGG21-1	Seawater	True	3	3	0.333	0.333	206	2	3	0.667	3	3	53.52	1.41	uncertain
REYS20-1_SAMN12239301_MAG_00000134	Unknown Paremcibacter	Paremcibacter	REYS20-1	Hydrothermal vent sediment	True	3	3	0.333	0.000	346	2	3	0.667	3	3	67.0	0.87	uncertain
REYS20-1_SAMN12239304_MAG_00000058	JAADEO01 sp015486445	JAADEO01	REYS20-1	Hydrothermal vent plume	True	3	3	0.667	1.000	602	3	3	1.000	2	3	83.82	0.65	likely_legit
REYS20-1_SAMN12239307_MAG_00000075	Unknown Legionellaceae	Unknown Legionellaceae	REYS20-1	Hydrothermal vent sediment	True	3	3	1.000	0.667	602	3	3	1.000	2	3	95.35	2.62	likely_legit
REYS20-1_SAMN12239307_MAG_00000198	Robiginitomaculum_B sp015485335	Robiginitomaculum_B	REYS20-1	Hydrothermal vent sediment	True	3	3	0.667	0.667	561	3	3	1.000	3	3	97.18	0.0	likely_legit
REYS20-1_SAMN12239307_MAG_00000266	S012-89 sp015487335	S012-89	REYS20-1	Hydrothermal vent sediment	True	3	3	0.667	0.667	590	2	3	0.667	3	3	72.1	2.23	likely_legit
REYS20-1_SAMN12239309_MAG_00000097	JALSRW01 sp027045875	JALSRW01	REYS20-1	Hydrothermal vent sediment	True	3	3	1.000	1.000	600	3	3	1.000	2	3	97.89	0.75	likely_legit
REYS20-1_SAMN12239314_MAG_00000040	JALSRW01 sp027045875	JALSRW01	REYS20-1	Hydrothermal vent sediment	True	3	3	1.000	1.000	600	3	3	1.000	2	2	97.18	1.41	likely_legit
REYS20-1_SAMN12239314_MAG_00000140	JALUTE01 sp027058255	JALUTE01	REYS20-1	Hydrothermal vent sediment	True	3	3	0.667	1.000	623	3	3	1.000	3	3	83.88	4.12	likely_legit
REYS20-1_SAMN12239315_MAG_00000016	Unknown JALSRG01	JALSRG01	REYS20-1	Hydrothermal vent sediment	True	3	3	1.000	0.667	575	3	3	1.000	3	3	85.13	1.18	likely_legit
ROBB19-1_SAMN11878279_MAG_00000080	Limnobacter sp000170915	Limnobacter	ROBB19-1	Seawater	True	3	3	0.667	0.333	408	3	3	1.000	1	1	97.35	0.64	likely_legit
ROBB21-1_SAMN13943197_MAG_00000012	HK1 sp026709935	HK1	ROBB21-1	Marine sponge tissue	True	3	3	0.667	0.667	587	3	3	1.000	2	3	71.83	0.0	likely_legit
ROBB21-1_SAMN13943198_MAG_00000002	HK1 sp026709935	HK1	ROBB21-1	Marine sponge tissue	True	3	3	0.667	0.667	587	3	3	1.000	2	3	89.57	5.79	likely_legit
ROBB21-1_SAMN13943214_MAG_00000090	JAJDZL01 sp028820695	JAJDZL01	ROBB21-1	Marine sponge tissue	True	3	3	1.000	0.333	352	3	3	1.000	3	3	94.37	1.41	likely_legit
ROBB21-1_SAMN13943215_MAG_00000075	Unknown HK1	HK1	ROBB21-1	Marine sponge tissue	True	3	3	0.667	0.667	500	3	3	1.000	3	3	59.15	2.82	likely_legit
ROBB21-1_SAMN13943220_MAG_00000038	GCA-2717185 sp028817685	GCA-2717185	ROBB21-1	Seawater	True	3	3	1.000	0.000	406	3	3	1.000	3	3	91.86	4.44	likely_legit
ROBB21-1_SAMN13943221_MAG_00000020	GCA-2717185 sp028817685	GCA-2717185	ROBB21-1	Seawater	True	3	3	1.000	0.333	411	3	3	1.000	2	2	97.18	2.82	likely_legit
ROBB21-1_SAMN13943223_MAG_00000027	GCA-2717185 sp028817685	GCA-2717185	ROBB21-1	Seawater	True	3	3	1.000	0.333	411	3	3	1.000	2	2	95.77	4.23	likely_legit
ROBB21-1_SAMN13943224_MAG_00000015	GCA-2717185 sp028817685	GCA-2717185	ROBB21-1	Seawater	True	3	3	1.000	0.333	411	3	3	1.000	0	0	91.55	2.82	likely_legit
ROBB21-1_SAMN13943228_MAG_00000020	Unknown UBA8079	UBA8079	ROBB21-1	Seawater	True	3	3	1.000	0.333	410	3	3	1.000	3	3	54.93	5.63	likely_legit
ROTH18-1_SAMN05730151-S003_MAG_00000002	Unknown CAKZTM01	CAKZTM01	ROTH18-1	Marine algae thallus	True	3	3	1.000	0.667	572	3	3	1.000	3	3	97.63	1.94	likely_legit
RSGB23-1_GCA-000211795-V2_GENO_10000001	Sphingomonas paucimobilis	Sphingomonas	RSGB23-1	NA	False	3	3	1.000	0.667	572	3	3	1.000	0	0	99.66	0.11	likely_legit
RSGB23-1_GCA-000215955-V3_GENO_10000001	Salinisphaera shabanensis	Salinisphaera	RSGB23-1	NA	False	3	3	0.667	0.333	382	3	3	1.000	3	3	98.59	0.0	likely_legit
RSGB23-1_GCA-000308235-V2_GENO_10000001	Acinetobacter venetianus	Acinetobacter	RSGB23-1	NA	False	3	3	0.333	0.333	383	3	3	1.000	1	1	97.18	0.0	uncertain
RSGB23-1_GCA-001292585-V1_GENO_10000001	Unknown Magnetomorum	Magnetomorum	RSGB23-1	NA	False	3	3	0.333	0.333	378	3	3	1.000	3	3	96.94	3.57	uncertain
RSGB23-1_GCA-003061185-V1_GENO_10000001	Unknown Sphingomonas	Sphingomonas	RSGB23-1	NA	False	3	3	0.667	0.333	356	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCA-003813925-V1_GENO_10000001	Pseudomonas_E putida_Y	Pseudomonas_E	RSGB23-1	NA	False	3	3	0.667	0.333	292	3	3	1.000	1	3	93.71	1.86	likely_legit
RSGB23-1_GCA-019641875-V1_GENO_10000001	Ralstonia sp001078575	Ralstonia	RSGB23-1	NA	False	3	3	1.000	0.667	583	3	3	1.000	0	0	100.0	1.41	likely_legit
RSGB23-1_GCA-019641885-V1_GENO_10000001	Ralstonia sp001078575	Ralstonia	RSGB23-1	NA	False	3	3	1.000	0.667	583	3	3	1.000	0	0	100.0	1.41	likely_legit
RSGB23-1_GCA-019642015-V1_GENO_10000001	Ralstonia sp001078575	Ralstonia	RSGB23-1	NA	False	3	3	1.000	0.667	583	3	3	1.000	0	0	100.0	1.41	likely_legit
RSGB23-1_GCA-901905185-V2_GENO_10000001	Methylocapsa tundrae	Methylocapsa	RSGB23-1	NA	False	3	3	1.000	1.000	624	3	3	1.000	3	3	99.69	0.94	likely_legit
RSGB23-1_GCF-000007705-V1_GENO_10000001	Chromobacterium violaceum	Chromobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	748	3	3	1.000	1	3	99.04	0.45	likely_legit
RSGB23-1_GCF-000012985-V1_GENO_10000001	Hahella chejuensis	Hahella	RSGB23-1	NA	False	3	3	1.000	0.667	582	3	3	1.000	1	3	99.86	1.06	likely_legit
RSGB23-1_GCF-000015505-V1_GENO_10000001	Polaromonas naphthalenivorans	Polaromonas	RSGB23-1	NA	False	3	3	1.000	1.000	588	3	3	1.000	2	3	99.38	1.46	likely_legit
RSGB23-1_GCF-000015585-V1_GENO_10000001	Halorhodospira halophila	Halorhodospira	RSGB23-1	NA	False	3	3	1.000	0.667	586	3	3	1.000	1	3	98.91	1.41	likely_legit
RSGB23-1_GCF-000016185-V1_GENO_10000001	Rhodospirillum_A centenum	Rhodospirillum_A	RSGB23-1	NA	False	3	3	0.667	0.333	361	3	3	1.000	1	3	99.56	0.0	likely_legit
RSGB23-1_GCF-000016765-V1_GENO_10000001	Rhizorhabdus wittichii	Rhizorhabdus	RSGB23-1	NA	False	3	3	1.000	0.333	407	3	3	1.000	1	3	99.1	1.81	likely_legit
RSGB23-1_GCF-000022305-V1_GENO_10000001	Diaphorobacter nitroreducens	Diaphorobacter	RSGB23-1	NA	False	3	3	0.667	1.000	586	3	3	1.000	1	3	99.93	0.62	likely_legit
RSGB23-1_GCF-000154785-V2_GENO_10000001	Roseobacter litoralis	Roseobacter	RSGB23-1	NA	False	3	3	0.667	0.667	589	3	3	1.000	2	3	99.25	0.32	likely_legit
RSGB23-1_GCF-000156335-V1_GENO_10000001	Sulfitobacter sp000156335	Sulfitobacter	RSGB23-1	NA	False	3	3	1.000	1.000	601	3	3	1.000	2	3	99.36	0.04	likely_legit
RSGB23-1_GCF-000170915-V1_GENO_10000001	Limnobacter sp000170915	Limnobacter	RSGB23-1	NA	False	3	3	0.667	0.333	408	3	3	1.000	1	1	99.27	0.37	likely_legit
RSGB23-1_GCF-000174355-V1_GENO_10000001	Pseudogulbenkiania ferrooxidans	Pseudogulbenkiania	RSGB23-1	NA	False	3	3	1.000	1.000	590	3	3	1.000	3	3	98.59	0.0	likely_legit
RSGB23-1_GCF-000181515-V1_GENO_10000001	Qipengyuania sp000181515	Qipengyuania	RSGB23-1	NA	False	3	3	1.000	0.667	563	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000226295-V1_GENO_10000001	Chloracidobacterium thermophilum	Chloracidobacterium	RSGB23-1	NA	False	3	3	0.667	0.000	392	3	3	1.000	2	3	95.71	2.56	likely_legit
RSGB23-1_GCF-000226565-V1_GENO_10000001	Glaciecola nitratireducens	Glaciecola	RSGB23-1	NA	False	3	3	0.667	0.667	578	3	3	1.000	1	3	100.0	0.9	likely_legit
RSGB23-1_GCF-000264455-V2_GENO_10000001	Tistrella mobilis	Tistrella	RSGB23-1	NA	False	3	3	1.000	0.667	601	3	3	1.000	1	3	100.0	0.25	likely_legit
RSGB23-1_GCF-000293785-V1_GENO_10000001	Rhodoplanes sp000293785	Rhodoplanes	RSGB23-1	NA	False	3	3	1.000	0.667	656	3	3	1.000	3	3	99.37	1.27	likely_legit
RSGB23-1_GCF-000299915-V1_GENO_10000001	Gallaecimonas xiamenensis	Gallaecimonas	RSGB23-1	NA	False	3	3	1.000	0.667	525	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000299965-V1_GENO_10000001	Cycloclasticus pugetii	Cycloclasticus	RSGB23-1	NA	False	3	3	1.000	0.667	575	3	3	1.000	1	1	99.94	0.0	likely_legit
RSGB23-1_GCF-000300515-V1_GENO_10000001	Nitratireductor indicus	Nitratireductor	RSGB23-1	NA	False	3	3	1.000	1.000	598	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000308295-V2_GENO_10000001	Afipia birgiae	Afipia	RSGB23-1	NA	False	3	3	0.667	0.667	606	3	3	1.000	1	3	99.66	1.11	likely_legit
RSGB23-1_GCF-000313875-V1_GENO_10000001	Alcaligenes phenolicus	Alcaligenes	RSGB23-1	NA	False	3	3	0.667	0.667	544	3	3	1.000	2	3	96.87	0.62	likely_legit
RSGB23-1_GCF-000319575-V2_GENO_10000001	Spiribacter salinus	Spiribacter	RSGB23-1	NA	False	3	3	1.000	0.667	584	3	3	1.000	1	3	98.59	0.0	likely_legit
RSGB23-1_GCF-000327525-V1_GENO_10000001	Cereibacter_A sphaeroides	Cereibacter_A	RSGB23-1	NA	False	3	3	1.000	0.667	574	3	3	1.000	2	3	99.39	0.0	likely_legit
RSGB23-1_GCF-000331245-V1_GENO_10000001	Blastomonas sp000331245	Blastomonas	RSGB23-1	NA	False	3	3	1.000	0.667	569	3	3	1.000	2	3	98.59	0.0	likely_legit
RSGB23-1_GCF-000335815-V1_GENO_10000001	Duganella rivuli	Duganella	RSGB23-1	NA	False	3	3	0.667	1.000	584	3	3	1.000	2	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000374805-V1_GENO_10000001	Chitiniphilus shinanonensis	Chitiniphilus	RSGB23-1	NA	False	3	3	0.667	1.000	577	3	3	1.000	3	3	100.0	1.41	likely_legit
RSGB23-1_GCF-000378465-V1_GENO_10000001	Elioraea tepidiphila	Elioraea	RSGB23-1	NA	False	3	3	1.000	0.667	599	3	3	1.000	3	3	99.25	0.0	likely_legit
RSGB23-1_GCF-000381785-V1_GENO_10000001	Amphritea japonica	Amphritea	RSGB23-1	NA	False	3	3	1.000	0.667	581	3	3	1.000	2	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000382365-V1_GENO_10000001	Pannonibacter phragmitetus	Pannonibacter	RSGB23-1	NA	False	3	3	0.667	1.000	636	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000395345-V1_GENO_10000001	Cupriavidus basilensis_B	Cupriavidus	RSGB23-1	NA	False	3	3	1.000	1.000	628	3	3	1.000	3	3	99.87	2.68	likely_legit
RSGB23-1_GCF-000412715-V1_GENO_10000001	Pseudomonas_E plecoglossicida	Pseudomonas_E	RSGB23-1	NA	False	3	3	1.000	1.000	561	3	3	1.000	2	3	100.0	0.13	likely_legit
RSGB23-1_GCF-000425565-V1_GENO_10000001	Tepidiphilus margaritifer	Tepidiphilus	RSGB23-1	NA	False	3	3	1.000	1.000	589	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000428045-V1_GENO_10000001	Sedimenticola selenatireducens	Sedimenticola	RSGB23-1	NA	False	3	3	1.000	0.667	611	3	3	1.000	3	3	99.77	1.03	likely_legit
RSGB23-1_GCF-000429365-V1_GENO_10000001	Pseudodonghicola xiamenensis	Pseudodonghicola	RSGB23-1	NA	False	3	3	1.000	0.667	589	3	3	1.000	3	3	99.89	0.72	likely_legit
RSGB23-1_GCF-000429765-V1_GENO_10000001	Wagnerdoeblera nectariphila	Wagnerdoeblera	RSGB23-1	NA	False	3	3	1.000	0.667	600	3	3	1.000	2	3	99.32	0.98	likely_legit
RSGB23-1_GCF-000462205-V1_GENO_10000001	Chromobacterium piscinae	Chromobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	748	3	3	1.000	3	3	97.54	1.47	likely_legit
RSGB23-1_GCF-000478365-V1_GENO_10000001	Herbaspirillum huttiense	Herbaspirillum	RSGB23-1	NA	False	3	3	0.333	0.667	617	2	3	0.667	2	3	99.33	1.39	uncertain
RSGB23-1_GCF-000485905-V1_GENO_10000001	Spiribacter curvatus	Spiribacter	RSGB23-1	NA	False	3	3	1.000	0.667	588	3	3	1.000	1	3	95.77	0.0	likely_legit
RSGB23-1_GCF-000503895-V1_GENO_10000001	Hyphomicrobium_C nitrativorans	Hyphomicrobium_C	RSGB23-1	NA	False	3	3	0.667	0.667	602	3	3	1.000	1	3	98.88	0.0	likely_legit
RSGB23-1_GCF-000520135-V2_GENO_10000001	Rhodovulum sulfidophilum	Rhodovulum	RSGB23-1	NA	False	3	3	0.667	1.000	600	3	3	1.000	1	3	99.29	0.91	likely_legit
RSGB23-1_GCF-000521215-V1_GENO_10000001	Roseibium sp000521215	Roseibium	RSGB23-1	NA	False	3	3	0.667	1.000	602	3	3	1.000	3	3	98.58	0.47	likely_legit
RSGB23-1_GCF-000576205-V1_GENO_10000001	Methylibium petroleiphilum	Methylibium	RSGB23-1	NA	False	3	3	1.000	1.000	561	3	3	1.000	3	3	94.61	1.71	likely_legit
RSGB23-1_GCF-000661895-V1_GENO_10000001	Rubrobacter radiotolerans	Rubrobacter	RSGB23-1	NA	False	3	3	1.000	0.333	367	3	3	1.000	1	3	98.68	0.0	likely_legit
RSGB23-1_GCF-000682675-V1_GENO_10000001	Hyphomonas pacifica	Hyphomonas	RSGB23-1	NA	False	3	3	1.000	0.667	563	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000682715-V1_GENO_10000001	Hyphomonas atlantica	Hyphomonas	RSGB23-1	NA	False	3	3	1.000	0.667	607	3	3	1.000	2	2	100.0	0.0	likely_legit
RSGB23-1_GCF-000682735-V1_GENO_10000001	Hyphomonas sp000682735	Hyphomonas	RSGB23-1	NA	False	3	3	1.000	1.000	588	3	3	1.000	1	1	100.0	1.02	likely_legit
RSGB23-1_GCF-000682755-V1_GENO_10000001	Hyphomonas beringensis	Hyphomonas	RSGB23-1	NA	False	3	3	0.667	0.667	563	3	3	1.000	2	2	100.0	0.0	likely_legit
RSGB23-1_GCF-000682775-V1_GENO_10000001	Hyphomonas sp000682775	Hyphomonas	RSGB23-1	NA	False	3	3	1.000	0.667	563	3	3	1.000	3	3	98.21	0.32	likely_legit
RSGB23-1_GCF-000685215-V1_GENO_10000001	Hyphomonas jannaschiana	Hyphomonas	RSGB23-1	NA	False	3	3	1.000	1.000	600	3	3	1.000	2	3	100.0	1.07	likely_legit
RSGB23-1_GCF-000691225-V1_GENO_10000001	Nitrincola lacisaponensis	Nitrincola	RSGB23-1	NA	False	3	3	1.000	0.667	579	3	3	1.000	2	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000698575-V1_GENO_10000001	Caballeronia zhejiangensis	Caballeronia	RSGB23-1	NA	False	3	3	1.000	1.000	672	3	3	1.000	3	3	100.0	0.5	likely_legit
RSGB23-1_GCF-000705555-V1_GENO_10000001	Marinobacterium_D lacunae	Marinobacterium_D	RSGB23-1	NA	False	3	3	1.000	0.667	578	3	3	1.000	2	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000731955-V1_GENO_10000001	Modicisalibacter zincidurans	Modicisalibacter	RSGB23-1	NA	False	3	3	1.000	1.000	640	3	3	1.000	1	2	98.59	0.0	likely_legit
RSGB23-1_GCF-000801125-V1_GENO_10000001	Rhodococcus pyridinivorans	Rhodococcus	RSGB23-1	NA	False	3	3	0.333	0.333	376	3	3	1.000	2	3	99.67	0.98	uncertain
RSGB23-1_GCF-000813605-V1_GENO_10000001	Comamonas thiooxydans	Comamonas	RSGB23-1	NA	False	3	3	1.000	1.000	631	3	3	1.000	2	3	99.69	0.46	likely_legit
RSGB23-1_GCF-000814005-V1_GENO_10000001	Ruegeria sp000814005	Ruegeria	RSGB23-1	NA	False	3	3	0.667	0.667	601	3	3	1.000	2	3	99.57	0.06	likely_legit
RSGB23-1_GCF-000828475-V1_GENO_10000001	Methyloceanibacter caenitepidi	Methyloceanibacter	RSGB23-1	NA	False	3	3	0.667	1.000	799	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-000828635-V1_GENO_10000001	Sulfuritalea hydrogenivorans	Sulfuritalea	RSGB23-1	NA	False	3	3	1.000	1.000	580	3	3	1.000	1	3	98.59	0.0	likely_legit
RSGB23-1_GCF-000982975-V1_GENO_10000001	Vreelandella titanicae	Vreelandella	RSGB23-1	NA	False	3	3	0.667	1.000	737	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001005215-V1_GENO_10000001	Lampropedia cohaerens	Lampropedia	RSGB23-1	NA	False	3	3	1.000	1.000	598	3	3	1.000	2	3	100.0	1.17	likely_legit
RSGB23-1_GCF-001007875-V1_GENO_10000001	Sedimenticola thiotaurini	Sedimenticola	RSGB23-1	NA	False	3	3	1.000	0.667	603	3	3	1.000	1	3	98.59	0.0	likely_legit
RSGB23-1_GCF-001043175-V1_GENO_10000001	Marinobacter psychrophilus	Marinobacter	RSGB23-1	NA	False	3	3	1.000	0.667	603	3	3	1.000	1	3	99.99	0.0	likely_legit
RSGB23-1_GCF-001305515-V1_GENO_10000001	Prosthecodimorpha hirschii	Prosthecodimorpha	RSGB23-1	NA	False	3	3	0.667	0.667	604	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001305615-V1_GENO_10000001	Actibacterium_A naphthalenivorans	Actibacterium_A	RSGB23-1	NA	False	3	3	0.667	1.000	613	3	3	1.000	1	3	99.39	1.18	likely_legit
RSGB23-1_GCF-001406795-V1_GENO_10000001	Comamonas thiooxydans	Comamonas	RSGB23-1	NA	False	3	3	1.000	1.000	631	3	3	1.000	1	3	99.85	0.15	likely_legit
RSGB23-1_GCF-001477625-V1_GENO_10000001	Paucibacter_A sp001477625	Paucibacter_A	RSGB23-1	NA	False	3	3	0.667	1.000	599	3	3	1.000	1	3	100.0	1.11	likely_legit
RSGB23-1_GCF-001484065-V1_GENO_10000001	Pannonibacter indicus	Pannonibacter	RSGB23-1	NA	False	3	3	0.667	1.000	619	3	3	1.000	1	3	99.58	0.16	likely_legit
RSGB23-1_GCF-001519055-V1_GENO_10000001	Novosphingobium sp001519055	Novosphingobium	RSGB23-1	NA	False	3	3	0.667	0.667	587	3	3	1.000	3	3	99.48	0.71	likely_legit
RSGB23-1_GCF-001542855-V1_GENO_10000001	Qipengyuania sp001542855	Qipengyuania	RSGB23-1	NA	False	3	3	1.000	0.667	563	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001579905-V1_GENO_10000001	Roseibium algicola	Roseibium	RSGB23-1	NA	False	3	3	0.667	1.000	602	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001597725-V1_GENO_10000001	Neptuniibacter marinus	Neptuniibacter	RSGB23-1	NA	False	3	3	1.000	0.667	586	3	3	1.000	2	3	99.57	0.46	likely_legit
RSGB23-1_GCF-001620265-V1_GENO_10000001	Frigidibacter mobilis	Frigidibacter	RSGB23-1	NA	False	3	3	1.000	0.667	606	3	3	1.000	1	3	98.36	0.45	likely_legit
RSGB23-1_GCF-001624695-V1_GENO_10000001	Roseibium sp001624695	Roseibium	RSGB23-1	NA	False	3	3	0.667	1.000	605	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001625325-V1_GENO_10000001	Caenibius estronivorus	Caenibius	RSGB23-1	NA	False	3	3	1.000	0.667	575	3	3	1.000	3	3	98.09	0.85	likely_legit
RSGB23-1_GCF-001633165-V1_GENO_10000001	Rhodovulum sulfidophilum	Rhodovulum	RSGB23-1	NA	False	3	3	0.667	1.000	600	3	3	1.000	1	1	99.29	0.91	likely_legit
RSGB23-1_GCF-001634625-V1_GENO_10000001	Croceicoccus bisphenolivorans	Croceicoccus	RSGB23-1	NA	False	3	3	1.000	0.333	414	3	3	1.000	3	3	98.59	0.0	likely_legit
RSGB23-1_GCF-001651805-V1_GENO_10000001	Marinobacterium_A aestuarii	Marinobacterium_A	RSGB23-1	NA	False	3	3	1.000	0.667	578	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001661915-V1_GENO_10000001	Croceicoccus pelagius	Croceicoccus	RSGB23-1	NA	False	3	3	1.000	0.333	415	3	3	1.000	2	3	98.59	0.0	likely_legit
RSGB23-1_GCF-001687105-V1_GENO_10000001	Salipiger sp001687105	Salipiger	RSGB23-1	NA	False	3	3	0.667	0.667	599	3	3	1.000	2	3	99.4	1.98	likely_legit
RSGB23-1_GCF-001698205-V1_GENO_10000001	Tsuneonella dongtanensis	Tsuneonella	RSGB23-1	NA	False	3	3	1.000	0.667	577	3	3	1.000	1	3	100.0	0.0	likely_legit
RSGB23-1_GCF-001703635-V1_GENO_10000001	Hoeflea olei	Hoeflea	RSGB23-1	NA	False	3	3	1.000	0.667	601	3	3	1.000	3	3	99.61	0.39	likely_legit
RSGB23-1_GCF-001715285-V2_GENO_10000001	Spiribacter roseus	Spiribacter	RSGB23-1	NA	False	3	3	1.000	0.667	584	3	3	1.000	1	3	95.81	1.96	likely_legit
RSGB23-1_GCF-001854245-V1_GENO_10000001	Desulfococcus multivorans	Desulfococcus	RSGB23-1	NA	False	3	3	0.667	0.333	446	2	3	0.667	1	3	98.39	1.94	likely_legit
RSGB23-1_GCF-001854325-V1_GENO_10000001	Cupriavidus malaysiensis	Cupriavidus	RSGB23-1	NA	False	3	3	1.000	1.000	593	3	3	1.000	2	3	99.94	1.63	likely_legit
RSGB23-1_GCF-001856665-V1_GENO_10000001	Sedimentimonas xanthinilyticus	Sedimentimonas	RSGB23-1	NA	False	3	3	1.000	1.000	598	3	3	1.000	1	3	99.39	1.11	likely_legit
RSGB23-1_GCF-001886615-V1_GENO_10000001	Halomonas aestuarii	Halomonas	RSGB23-1	NA	False	3	3	1.000	1.000	610	3	3	1.000	1	3	99.78	0.43	likely_legit
RSGB23-1_GCF-001932955-V1_GENO_10000001	Piscirickettsia salmonis	Piscirickettsia	RSGB23-1	NA	False	3	3	0.333	0.000	351	2	3	0.667	1	3	100.0	0.0	uncertain
RSGB23-1_GCF-001941945-V1_GENO_10000001	Roseomonas sp001941945	Roseomonas	RSGB23-1	NA	False	3	3	1.000	0.667	618	3	3	1.000	1	3	100.0	0.5	likely_legit
RSGB23-1_GCF-002072815-V1_GENO_10000001	Alloalcanivorax xenomutans	Alloalcanivorax	RSGB23-1	NA	False	3	3	0.667	0.000	374	3	3	1.000	1	1	100.0	0.0	likely_legit
RSGB23-1_GCF-002080415-V1_GENO_10000001	Roseovarius mucosus_A	Roseovarius	RSGB23-1	NA	False	3	3	0.667	1.000	601	3	3	1.000	2	3	99.3	0.6	likely_legit
RSGB23-1_GCF-002088975-V1_GENO_10000001	Henriciella aquimarina	Henriciella	RSGB23-1	NA	False	3	3	1.000	1.000	613	3	3	1.000	3	3	99.18	1.06	likely_legit
RSGB23-1_GCF-002115745-V1_GENO_10000001	Thalassospira alkalitolerans	Thalassospira	RSGB23-1	NA	False	3	3	1.000	0.667	601	3	3	1.000	3	3	100.0	0.0	likely_legit
RSGB23-1_GCF-002115755-V1_GENO_10000001	Thalassospira mesophila	Thalassospira	RSGB23-1	NA	False	3	3	1.000	0.667	600	3	3	1.000	3	3	100.0	0.75	likely_legit
RSGB23-1_GCF-002115825-V1_GENO_10000001	Thalassospira sp002115825	Thalassospira	RSGB23-1	NA	False	3	3	1.000	0.667	600	3	3	1.000	3	3	100.0	0.25	likely_legit
RSGB23-1_GCF-002127575-V1_GENO_10000001	Janthinobacterium sp002127655	Janthinobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	602	3	3	1.000	3	3	100.0	1.41	likely_legit
RSGB23-1_GCF-002127585-V1_GENO_10000001	Janthinobacterium sp002127585	Janthinobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	598	3	3	1.000	3	3	99.44	1.01	likely_legit
RSGB23-1_GCF-002127615-V1_GENO_10000001	Janthinobacterium sp002127655	Janthinobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	602	3	3	1.000	0	0	100.0	1.41	likely_legit
RSGB23-1_GCF-002127625-V1_GENO_10000001	Janthinobacterium sp002127655	Janthinobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	602	3	3	1.000	0	0	98.59	1.41	likely_legit
RSGB23-1_GCF-002127655-V1_GENO_10000001	Janthinobacterium sp002127655	Janthinobacterium	RSGB23-1	NA	False	3	3	0.667	1.000	602	3	3	1.000	0	0	100.0	1.41	likely_legit
RSGB23-1_GCF-002155695-V1_GENO_10000001	Erythrobacter tepidarius	Erythrobacter	RSGB23-1	NA	False	3	3	1.000	0.667	566	3	3	1.000	3	3	99.66	0.0	likely_legit
RSGB23-1_GCF-002211225-V1_GENO_10000001	Antarctobacter albus	Antarctobacter	RSGB23-1	NA	False	3	3	0.667	0.667	570	3	3	1.000	2	3	99.6	0.15	likely_legit
