cluster_id	n_genomes	n_studies	n_classes	top_genus
OMDBv2.0_AA_G_NR100_000047046716	1	1	1	Octadecabacter
OMDBv2.0_AA_G_NR100_000069327192	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000162863457	1	1	1	JAUHYN01
OMDBv2.0_AA_G_NR100_000174378777	1	1	1	Unknown JAUXUR01
OMDBv2.0_AA_G_NR100_000199492184	1	1	1	Parvibaculum
OMDBv2.0_AA_G_NR100_000030684146	1	1	1	Pacificimonas
OMDBv2.0_AA_G_NR100_000058210079	1	1	1	JAAESX01
OMDBv2.0_AA_G_NR100_000040262870	1	1	1	Castellaniella
OMDBv2.0_AA_G_NR100_000051773419	1	1	1	JAHZLG01
OMDBv2.0_AA_G_NR100_000114168400	1	1	1	Hyphomonas
OMDBv2.0_AA_G_NR100_000145596328	1	1	1	Alteribacter
OMDBv2.0_AA_G_NR100_000177024752	1	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000106056327	1	1	1	G963555825
OMDBv2.0_AA_G_NR100_000219599905	1	1	1	Unknown CAJQKF01
OMDBv2.0_AA_G_NR100_000040948867	1	1	1	Allorhizobium
OMDBv2.0_AA_G_NR100_000189705923	1	1	1	Leisingera
OMDBv2.0_AA_G_NR100_000058432461	1	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000167408735	1	1	1	Unknown Halieaceae
OMDBv2.0_AA_G_NR100_000048978772	1	1	1	Ascidiaceihabitans
OMDBv2.0_AA_G_NR100_000163304947	1	1	1	Unknown UBA1532
OMDBv2.0_AA_G_NR100_000043714967	1	1	1	Unknown HK1
OMDBv2.0_AA_G_NR100_000149310926	1	1	1	Persicimonas
OMDBv2.0_AA_G_NR100_000176991414	1	1	1	Unknown JAVEVO01
OMDBv2.0_AA_G_NR100_000185928156	1	1	1	Neopusillimonas
OMDBv2.0_AA_G_NR100_000069009521	1	1	1	JAJRTE01
OMDBv2.0_AA_G_NR100_000140510713	1	1	1	Croceibacterium
OMDBv2.0_AA_G_NR100_000200619440	1	1	1	Sulfitobacter
OMDBv2.0_AA_G_NR100_000003106644	1	1	1	JACKDN01
OMDBv2.0_AA_G_NR100_000139670525	1	1	1	Bacillus_P
OMDBv2.0_AA_G_NR100_000142345646	1	1	1	Pacificimonas
OMDBv2.0_AA_G_NR100_000039571202	1	1	1	CALBMM01
OMDBv2.0_AA_G_NR100_000136817604	1	1	1	Ferroglobus
OMDBv2.0_AA_G_NR100_000195184296	1	1	1	REDI01
OMDBv2.0_AA_G_NR100_000140692046	1	1	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000173937639	1	1	1	Unknown JABCZS01
OMDBv2.0_AA_G_NR100_000002658289	1	1	1	Unknown CAJQPC01
OMDBv2.0_AA_G_NR100_000038359356	1	1	1	CANJQJ01
OMDBv2.0_AA_G_NR100_000051102397	1	1	1	CAKMZR01
OMDBv2.0_AA_G_NR100_000059654456	1	1	1	GCA-2686265
OMDBv2.0_AA_G_NR100_000082306444	1	1	1	Unknown REDH01
OMDBv2.0_AA_G_NR100_000152215277	1	1	1	Sphingomicrobium
OMDBv2.0_AA_G_NR100_000103478252	1	1	1	JALHMQ01
OMDBv2.0_AA_G_NR100_000104935732	1	1	1	Unknown UBA830
OMDBv2.0_AA_G_NR100_000152198382	1	1	1	Sphingomicrobium
OMDBv2.0_AA_G_NR100_000062805527	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000131440635	1	1	1	Sphingomonas_E
OMDBv2.0_AA_G_NR100_000151474001	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000177627764	1	1	1	Allosphingosinicella
OMDBv2.0_AA_G_NR100_000225014858	1	1	1	CAJXRW01
OMDBv2.0_AA_G_NR100_000142856748	1	1	1	Sphingobium
OMDBv2.0_AA_G_NR100_000162366291	1	1	1	Unknown Sandaracinaceae
OMDBv2.0_AA_G_NR100_000170008413	1	1	1	Unknown WLXD01
OMDBv2.0_AA_G_NR100_000117604314	1	1	1	JANQOH01
OMDBv2.0_AA_G_NR100_000127926477	1	1	1	Unknown Legionellaceae
OMDBv2.0_AA_G_NR100_000137313320	1	1	1	Sutcliffiella_A
OMDBv2.0_AA_G_NR100_000150473306	1	1	1	Sutcliffiella_A
OMDBv2.0_AA_G_NR100_000171880222	1	1	1	Bradyrhizobium
OMDBv2.0_AA_G_NR100_000196393176	1	1	1	Unknown UBA1532
OMDBv2.0_AA_G_NR100_000226682097	1	1	1	UBA1565
OMDBv2.0_AA_G_NR100_000001364602	1	1	1	JBCCVT01
OMDBv2.0_AA_G_NR100_000018538007	1	1	1	JABSSF01
OMDBv2.0_AA_G_NR100_000232168173	1	1	1	Unknown JBCCZV01
OMDBv2.0_AA_G_NR100_000228133088	1	1	1	Unknown JAUHZG01
OMDBv2.0_AA_G_NR100_000022302719	1	1	1	Unknown Cyclobacteriaceae
OMDBv2.0_AA_G_NR100_000192687935	1	1	1	Unknown JARGOJ01
OMDBv2.0_AA_G_NR100_000195185137	1	1	1	REDI01
OMDBv2.0_AA_G_NR100_000246781863	1	1	1	Miltoncostaea
OMDBv2.0_AA_G_NR100_000002707904	1	1	1	JAACDH01
OMDBv2.0_AA_G_NR100_000034230627	1	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000178479898	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000178493928	1	1	1	Unknown UBA9042
OMDBv2.0_AA_G_NR100_000032246528	1	1	1	Niallia
OMDBv2.0_AA_G_NR100_000138168684	1	1	1	Spiribacter
OMDBv2.0_AA_G_NR100_000163425987	1	1	1	Unknown GCA-2862545
OMDBv2.0_AA_G_NR100_000176323036	1	1	1	JAYXVV01
OMDBv2.0_AA_G_NR100_000197233519	1	1	1	Unknown Bradymonadaceae
OMDBv2.0_AA_G_NR100_000035995432	1	1	1	CALCTH01
OMDBv2.0_AA_G_NR100_000066513666	1	1	1	Ralstonia
OMDBv2.0_AA_G_NR100_000138037117	1	1	1	Tatlockia
OMDBv2.0_AA_G_NR100_000151377098	1	1	1	Aquisalimonas
OMDBv2.0_AA_G_NR100_000149439571	1	1	1	Oleiliquidispirillum
OMDBv2.0_AA_G_NR100_000156322478	1	1	1	CAXRDE01
OMDBv2.0_AA_G_NR100_000171938804	1	1	1	Leucothrix
OMDBv2.0_AA_G_NR100_000174370762	1	1	1	Unknown SG8-38
OMDBv2.0_AA_G_NR100_000022144689	1	1	1	Unknown Nevskiaceae
OMDBv2.0_AA_G_NR100_000144092507	1	1	1	Salipaludibacillus
OMDBv2.0_AA_G_NR100_000159570196	1	1	1	Megaera
OMDBv2.0_AA_G_NR100_000178809987	1	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000237765114	1	1	1	UBA796
OMDBv2.0_AA_G_NR100_000158989128	1	1	1	JACKIP01
OMDBv2.0_AA_G_NR100_000226682100	1	1	1	UBA1565
OMDBv2.0_AA_G_NR100_000024686483	1	1	1	Brevundimonas
OMDBv2.0_AA_G_NR100_000043584512	1	1	1	JAHELT01
OMDBv2.0_AA_G_NR100_000053870968	1	1	1	JBFFHS01
OMDBv2.0_AA_G_NR100_000141377665	1	1	1	Rossellomorea
OMDBv2.0_AA_G_NR100_000170272198	1	1	1	Unknown JAKSDN01
OMDBv2.0_AA_G_NR100_000172093303	1	1	1	UBA11865
OMDBv2.0_AA_G_NR100_000176890909	1	1	1	Unknown DSWW01
OMDBv2.0_AA_G_NR100_000019068407	1	1	1	JABSSG01
OMDBv2.0_AA_G_NR100_000098251780	1	1	1	Unknown Alphaproteobacteria
OMDBv2.0_AA_G_NR100_000148655982	1	1	1	Robertmurraya
OMDBv2.0_AA_G_NR100_000151620875	1	1	1	Spirillospora
OMDBv2.0_AA_G_NR100_000153525735	1	1	1	Antarctobacter
OMDBv2.0_AA_G_NR100_000228229985	1	1	1	JACKIP01
OMDBv2.0_AA_G_NR100_000128345735	1	1	1	S012-90
OMDBv2.0_AA_G_NR100_000142864104	1	1	1	Nocardia
OMDBv2.0_AA_G_NR100_000147464212	1	1	1	Sphingobium
OMDBv2.0_AA_G_NR100_000151481731	1	1	1	Marinobacterium_E
OMDBv2.0_AA_G_NR100_000152899862	1	1	1	Serpentinicella
OMDBv2.0_AA_G_NR100_000159647645	1	1	1	28-YEA-48
OMDBv2.0_AA_G_NR100_000244940272	1	1	1	Unknown Cycloclasticaceae
OMDBv2.0_AA_G_NR100_000077309088	1	1	1	Marinobacterium_E
OMDBv2.0_AA_G_NR100_000098996426	1	1	1	CAVOEB01
OMDBv2.0_AA_G_NR100_000139577856	1	1	1	Methanoperedens
OMDBv2.0_AA_G_NR100_000145407133	1	1	1	Sediminicurvatus
OMDBv2.0_AA_G_NR100_000150585134	1	1	1	Spiribacter
OMDBv2.0_AA_G_NR100_000172160167	1	1	1	Unknown Nitrococcaceae
OMDBv2.0_AA_G_NR100_000238020182	1	1	1	Unknown UBA1532
OMDBv2.0_AA_G_NR100_000033698400	1	1	1	Litorimonas
OMDBv2.0_AA_G_NR100_000076924710	1	1	1	Unknown Francisellaceae
OMDBv2.0_AA_G_NR100_000136435729	1	1	1	Alkalilimnicola
OMDBv2.0_AA_G_NR100_000136477901	1	1	1	Halorhodospira
OMDBv2.0_AA_G_NR100_000141075705	1	1	1	Anoxybacillus_A
OMDBv2.0_AA_G_NR100_000142532245	1	1	1	Bacillus_I
OMDBv2.0_AA_G_NR100_000227605316	1	1	1	Unknown Pseudomonadales
OMDBv2.0_AA_G_NR100_000246086139	1	1	1	JALEGB01
OMDBv2.0_AA_G_NR100_000008970140	1	1	1	SYOC01
OMDBv2.0_AA_G_NR100_000035204834	1	1	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000053186080	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000148060422	1	1	1	Spirillospora
OMDBv2.0_AA_G_NR100_000157986943	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000165461998	1	1	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000226335040	1	1	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000233732158	1	1	1	JAYXVV01
OMDBv2.0_AA_G_NR100_000057861444	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000096539084	1	1	1	JAKUPQ01
OMDBv2.0_AA_G_NR100_000153069548	1	1	1	Cytobacillus
OMDBv2.0_AA_G_NR100_000159441797	1	1	1	RGZZ01
OMDBv2.0_AA_G_NR100_000162861769	1	1	1	JAUHYN01
OMDBv2.0_AA_G_NR100_000189466453	1	1	1	CAXGMH01
OMDBv2.0_AA_G_NR100_000200259327	1	1	1	CAUZSH01
OMDBv2.0_AA_G_NR100_000226065786	1	1	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000226145556	1	1	1	Cycloclasticus
OMDBv2.0_AA_G_NR100_000227884172	1	1	1	JAMWZD01
OMDBv2.0_AA_G_NR100_000244602852	1	1	1	Lamprobacter
OMDBv2.0_AA_G_NR100_000054418284	1	1	1	Ketobacter
OMDBv2.0_AA_G_NR100_000058430320	1	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000146197308	1	1	1	AK92
OMDBv2.0_AA_G_NR100_000170950233	1	1	1	CAJQKF01
OMDBv2.0_AA_G_NR100_000178781740	1	1	1	Unknown JAVEVO01
OMDBv2.0_AA_G_NR100_000179046987	1	1	1	Unknown UBA1532
OMDBv2.0_AA_G_NR100_000182741203	1	1	1	CAJQKF01
OMDBv2.0_AA_G_NR100_000187606621	1	1	1	UBA4479
OMDBv2.0_AA_G_NR100_000198786625	1	1	1	Rickettsia
OMDBv2.0_AA_G_NR100_000010906665	1	1	1	Unknown JAHIVH01
OMDBv2.0_AA_G_NR100_000066680752	1	1	1	Unknown UBA9320
OMDBv2.0_AA_G_NR100_000137026738	1	1	1	Nitrococcus
OMDBv2.0_AA_G_NR100_000159442233	1	1	1	RGZZ01
OMDBv2.0_AA_G_NR100_000165356260	1	1	1	JAHEEO01
OMDBv2.0_AA_G_NR100_000210296611	1	1	1	Unknown SZUA-545
OMDBv2.0_AA_G_NR100_000004553842	1	1	1	SXNM01
OMDBv2.0_AA_G_NR100_000022989905	1	1	1	Bacillus_AZ
OMDBv2.0_AA_G_NR100_000040972532	1	1	1	Unknown SG8-38
OMDBv2.0_AA_G_NR100_000058539160	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000139823271	1	1	1	Prescottella
OMDBv2.0_AA_G_NR100_000150677247	1	1	1	Sphingomonas_G
OMDBv2.0_AA_G_NR100_000181157851	1	1	1	CAJQQK01
OMDBv2.0_AA_G_NR100_000199800005	1	1	1	UBA2316
OMDBv2.0_AA_G_NR100_000231743559	1	1	1	Pontibacterium
OMDBv2.0_AA_G_NR100_000237769429	1	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000246843866	1	1	1	Unknown JAVJVX01
OMDBv2.0_AA_G_NR100_000031937962	1	1	1	JAJDZL01
OMDBv2.0_AA_G_NR100_000036097547	1	1	1	CALEMF01
OMDBv2.0_AA_G_NR100_000039568541	1	1	1	CALBMM01
OMDBv2.0_AA_G_NR100_000138226143	1	1	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000146548485	1	1	1	Methylocaldum
OMDBv2.0_AA_G_NR100_000152676844	1	1	1	Gordonia
OMDBv2.0_AA_G_NR100_000152885209	1	1	1	Gordonia
OMDBv2.0_AA_G_NR100_000160875074	1	1	1	JBCCRV01
OMDBv2.0_AA_G_NR100_000178985645	1	1	1	Unknown UBA9042
OMDBv2.0_AA_G_NR100_000032226995	1	1	1	NBRC-107688
OMDBv2.0_AA_G_NR100_000056705920	1	1	1	JASGCK01
OMDBv2.0_AA_G_NR100_000082046817	1	1	1	UBA3002
OMDBv2.0_AA_G_NR100_000084354899	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000136437328	1	1	1	Magnetococcus
OMDBv2.0_AA_G_NR100_000149276540	1	1	1	Sandaracinobacteroides
OMDBv2.0_AA_G_NR100_000149310917	1	1	1	Persicimonas
OMDBv2.0_AA_G_NR100_000150733589	1	1	1	Alteribacillus
OMDBv2.0_AA_G_NR100_000159592875	1	1	1	28-YEA-48
OMDBv2.0_AA_G_NR100_000174886457	1	1	1	CAKZPI01
OMDBv2.0_AA_G_NR100_000194654787	1	1	1	UBA11873
OMDBv2.0_AA_G_NR100_000217662247	1	1	1	JANQJG01
OMDBv2.0_AA_G_NR100_000220667970	1	1	1	Ketobacter
OMDBv2.0_AA_G_NR100_000246830232	1	1	1	Stutzerimonas
OMDBv2.0_AA_G_NR100_000009561016	1	1	1	Unknown Eutrophobiaceae
OMDBv2.0_AA_G_NR100_000022988367	1	1	1	Bacillus_AZ
OMDBv2.0_AA_G_NR100_000053744109	1	1	1	VYFG01
OMDBv2.0_AA_G_NR100_000059375681	1	1	1	Unknown REDH01
OMDBv2.0_AA_G_NR100_000065863054	1	1	1	GCA-2753565
OMDBv2.0_AA_G_NR100_000104175659	1	1	1	JAQCBG01
OMDBv2.0_AA_G_NR100_000105139439	1	1	1	GCA-002401295
OMDBv2.0_AA_G_NR100_000139380538	1	1	1	Deferrisoma
OMDBv2.0_AA_G_NR100_000139397830	1	1	1	Actinokineospora
OMDBv2.0_AA_G_NR100_000139553371	1	1	1	Rubrobacter
OMDBv2.0_AA_G_NR100_000146195944	1	1	1	AK92
OMDBv2.0_AA_G_NR100_000146869394	1	1	1	Methylocystis
OMDBv2.0_AA_G_NR100_000147476351	1	1	1	Rhizorhabdus
OMDBv2.0_AA_G_NR100_000153063419	1	1	1	Pseudonocardia
OMDBv2.0_AA_G_NR100_000173761215	1	1	1	WLWS01
OMDBv2.0_AA_G_NR100_000178554164	1	1	1	Unknown JAFGEP01
OMDBv2.0_AA_G_NR100_000180304302	1	1	1	Unknown Beggiatoaceae
OMDBv2.0_AA_G_NR100_000220244954	1	1	1	JAUHXT01
OMDBv2.0_AA_G_NR100_000230564110	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000231877991	1	1	1	WLWS01
OMDBv2.0_AA_G_NR100_000238082438	1	1	1	JACKEQ01
OMDBv2.0_AA_G_NR100_000245628869	1	1	1	MS8
OMDBv2.0_AA_G_NR100_000001768863	1	1	1	Unknown UBA9042
OMDBv2.0_AA_G_NR100_000009044037	1	1	1	JBBDSH01
OMDBv2.0_AA_G_NR100_000104697849	1	1	1	UBA981
OMDBv2.0_AA_G_NR100_000141361299	1	1	1	Marinobacterium_A
OMDBv2.0_AA_G_NR100_000146605303	1	1	1	Pseudomonas_E
OMDBv2.0_AA_G_NR100_000148529178	1	1	1	Nocardioides
OMDBv2.0_AA_G_NR100_000148573187	1	1	1	Fontimonas
OMDBv2.0_AA_G_NR100_000151230126	1	1	1	Rubrobacter_F
OMDBv2.0_AA_G_NR100_000156320408	1	1	1	CAXRDE01
OMDBv2.0_AA_G_NR100_000219603615	1	1	1	Unknown Porifericomitaceae
OMDBv2.0_AA_G_NR100_000242984687	1	1	1	Unknown Peptoniphilaceae
OMDBv2.0_AA_G_NR100_000001806359	1	1	1	JAAESX01
OMDBv2.0_AA_G_NR100_000024374588	1	1	1	Planktomarina
OMDBv2.0_AA_G_NR100_000034920392	1	1	1	Haematospirillum
OMDBv2.0_AA_G_NR100_000080254186	1	1	1	Unknown UBA6191
OMDBv2.0_AA_G_NR100_000136513189	1	1	1	Rhodospirillum_A
OMDBv2.0_AA_G_NR100_000138209422	1	1	1	Natronococcus
OMDBv2.0_AA_G_NR100_000139125471	1	1	1	Comamonas_C
OMDBv2.0_AA_G_NR100_000140036071	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000146809199	1	1	1	Tatlockia
OMDBv2.0_AA_G_NR100_000146869589	1	1	1	Methylocystis
OMDBv2.0_AA_G_NR100_000148599411	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000180293181	1	1	1	JAGRBM01
OMDBv2.0_AA_G_NR100_000198178110	1	1	1	UBA9664
OMDBv2.0_AA_G_NR100_000198730027	1	1	1	JAHQVK01
OMDBv2.0_AA_G_NR100_000225444463	1	1	1	Marinobacterium_C
OMDBv2.0_AA_G_NR100_000032961972	1	1	1	UBA1672
OMDBv2.0_AA_G_NR100_000035592266	1	1	1	UBA7957
OMDBv2.0_AA_G_NR100_000104982875	1	1	1	UBA2561
OMDBv2.0_AA_G_NR100_000152869138	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000174335978	1	1	1	TMED27
OMDBv2.0_AA_G_NR100_000176999638	1	1	1	Unknown UBA9615
OMDBv2.0_AA_G_NR100_000181839780	1	1	1	UBA796
OMDBv2.0_AA_G_NR100_000196236001	1	1	1	JABJBS01
OMDBv2.0_AA_G_NR100_000229781764	1	1	1	TYQ2
OMDBv2.0_AA_G_NR100_000231782112	1	1	1	Neptunomonas
OMDBv2.0_AA_G_NR100_000002242539	1	1	1	CAXQUZ01
OMDBv2.0_AA_G_NR100_000003288144	1	1	1	CALDOK01
OMDBv2.0_AA_G_NR100_000007213413	1	1	1	0-14-0-80-60-11
OMDBv2.0_AA_G_NR100_000024957637	1	1	1	JAEZQR01
OMDBv2.0_AA_G_NR100_000128534597	1	1	1	S143-5
OMDBv2.0_AA_G_NR100_000138087020	1	1	1	Hydrococcus
OMDBv2.0_AA_G_NR100_000148254319	1	1	1	Polymorphobacter_A
OMDBv2.0_AA_G_NR100_000156863548	1	1	1	TMED27
OMDBv2.0_AA_G_NR100_000177142038	1	1	1	Unknown JAFGLY01
OMDBv2.0_AA_G_NR100_000198732236	1	1	1	JAHQVK01
OMDBv2.0_AA_G_NR100_000211169967	1	1	1	Unknown JAJDYQ01
OMDBv2.0_AA_G_NR100_000218549481	1	1	1	JAHQVK01
OMDBv2.0_AA_G_NR100_000229807633	1	1	1	Croceicoccus
OMDBv2.0_AA_G_NR100_000010638688	1	1	1	Unknown Aggregatilineaceae
OMDBv2.0_AA_G_NR100_000054302639	1	1	1	Henriciella
OMDBv2.0_AA_G_NR100_000104906444	1	1	1	JAQBZY01
OMDBv2.0_AA_G_NR100_000149440032	1	1	1	Oleiliquidispirillum
OMDBv2.0_AA_G_NR100_000185747832	1	1	1	JAPYRI01
OMDBv2.0_AA_G_NR100_000188668647	1	1	1	UBA1479
OMDBv2.0_AA_G_NR100_000022144085	1	1	1	Unknown Nevskiaceae
OMDBv2.0_AA_G_NR100_000040405238	1	1	1	Unknown 2-12-FULL-67-15
OMDBv2.0_AA_G_NR100_000058430326	1	1	1	JAAESI01
OMDBv2.0_AA_G_NR100_000193848689	1	1	1	UBA12223
OMDBv2.0_AA_G_NR100_000209533632	1	1	1	Unknown Phycisphaeraceae
OMDBv2.0_AA_G_NR100_000129107478	1	1	1	JALURZ01
OMDBv2.0_AA_G_NR100_000137889246	1	1	1	Ureibacillus
OMDBv2.0_AA_G_NR100_000139770920	1	1	1	Sphingomonas
OMDBv2.0_AA_G_NR100_000151030528	1	1	1	Fontimonas
OMDBv2.0_AA_G_NR100_000178918343	1	1	1	Unknown CAIXZC01
OMDBv2.0_AA_G_NR100_000216966366	1	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000242878950	1	1	1	GCA-001735895
OMDBv2.0_AA_G_NR100_000009471257	1	1	1	WHUA01
OMDBv2.0_AA_G_NR100_000035995318	1	1	1	CALCTH01
OMDBv2.0_AA_G_NR100_000106693338	1	1	1	Hyphomonas
OMDBv2.0_AA_G_NR100_000127795137	1	1	1	JALTID01
OMDBv2.0_AA_G_NR100_000138337103	1	1	1	Novipirellula
OMDBv2.0_AA_G_NR100_000145683606	1	1	1	Acuticoccus
OMDBv2.0_AA_G_NR100_000148796081	1	1	1	Rhodococcus_G
OMDBv2.0_AA_G_NR100_000155102681	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000163425986	1	1	1	Unknown GCA-2862545
OMDBv2.0_AA_G_NR100_000163878601	1	1	1	UBA3067
OMDBv2.0_AA_G_NR100_000246920710	1	1	1	JACKNG01
OMDBv2.0_AA_G_NR100_000032212362	1	1	1	Unknown Rhodobacteraceae
OMDBv2.0_AA_G_NR100_000132070500	1	1	1	WFHF3C12
OMDBv2.0_AA_G_NR100_000144332411	1	1	1	Nitrosocaldus
OMDBv2.0_AA_G_NR100_000148157425	1	1	1	Paenisporosarcina
OMDBv2.0_AA_G_NR100_000151496250	1	1	1	Rhodococcus_F
OMDBv2.0_AA_G_NR100_000169651035	1	1	1	2-12-FULL-35-15
OMDBv2.0_AA_G_NR100_000174749326	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000178499873	1	1	1	Unknown GCA-2863065
OMDBv2.0_AA_G_NR100_000195200154	1	1	1	UBA6777
OMDBv2.0_AA_G_NR100_000246381679	1	1	1	UBA213
OMDBv2.0_AA_G_NR100_000010638689	1	1	1	Unknown Aggregatilineaceae
OMDBv2.0_AA_G_NR100_000081982544	1	1	1	Unknown Micavibrionaceae
OMDBv2.0_AA_G_NR100_000085555837	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000139499321	1	1	1	Acinetobacter
OMDBv2.0_AA_G_NR100_000165982676	1	1	1	SIO1E4
OMDBv2.0_AA_G_NR100_000228561829	1	1	1	JAVKFY01
OMDBv2.0_AA_G_NR100_000233814947	1	1	1	Unknown UBA796
OMDBv2.0_AA_G_NR100_000247777411	1	1	1	JACZQN01
OMDBv2.0_AA_G_NR100_000011560332	1	1	1	Unknown JAUVQD01
OMDBv2.0_AA_G_NR100_000020837448	1	1	1	UBA1479
OMDBv2.0_AA_G_NR100_000041671882	1	1	1	GCA-001735895
OMDBv2.0_AA_G_NR100_000076952578	1	1	1	CAJXKR01
OMDBv2.0_AA_G_NR100_000103677565	1	1	1	UBA3064
OMDBv2.0_AA_G_NR100_000131525159	1	1	1	Sporotomaculum
OMDBv2.0_AA_G_NR100_000146463245	1	1	1	Caldimonas
OMDBv2.0_AA_G_NR100_000150314330	1	1	1	Nitrincola
OMDBv2.0_AA_G_NR100_000160929076	1	1	1	JBCCRV01
OMDBv2.0_AA_G_NR100_000170324866	1	1	1	Unknown Entotheonellaceae
OMDBv2.0_AA_G_NR100_000196620687	1	1	1	UBA2638
OMDBv2.0_AA_G_NR100_000228255165	1	1	1	JACKEQ01
OMDBv2.0_AA_G_NR100_000237958587	1	1	1	CAJQPC01
OMDBv2.0_AA_G_NR100_000242989946	1	1	1	Alkanindiges
OMDBv2.0_AA_G_NR100_000244015093	1	1	1	Unknown SOIM01
OMDBv2.0_AA_G_NR100_000051113627	1	1	1	Ruegeria
OMDBv2.0_AA_G_NR100_000142127811	1	1	1	Meridianimarinicoccus
OMDBv2.0_AA_G_NR100_000143527402	1	1	1	Halegenticoccus
OMDBv2.0_AA_G_NR100_000157262121	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000158938567	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000162599985	1	1	1	JACKII01
OMDBv2.0_AA_G_NR100_000166772093	1	1	1	Unknown JABWBV01
OMDBv2.0_AA_G_NR100_000174892224	1	1	1	JAXMNT01
OMDBv2.0_AA_G_NR100_000186184152	1	1	1	UBA2638
OMDBv2.0_AA_G_NR100_000200835879	1	1	1	JBCDHN01
OMDBv2.0_AA_G_NR100_000208003899	1	1	1	JAVJST01
OMDBv2.0_AA_G_NR100_000230141486	1	1	1	JADFOB01
OMDBv2.0_AA_G_NR100_000104054962	1	1	1	JADKHE01
OMDBv2.0_AA_G_NR100_000130843308	1	1	1	Unknown JAHFPR01
OMDBv2.0_AA_G_NR100_000132072155	1	1	1	WFHF3C12
OMDBv2.0_AA_G_NR100_000142835346	1	1	1	Effusibacillus
OMDBv2.0_AA_G_NR100_000145406941	1	1	1	Sediminicurvatus
OMDBv2.0_AA_G_NR100_000210682374	1	1	1	Unknown CALFWJ01
OMDBv2.0_AA_G_NR100_000219979095	1	1	1	JAPOXR01
OMDBv2.0_AA_G_NR100_000242706219	1	1	1	Sandarakinorhabdus
OMDBv2.0_AA_G_NR100_000074592372	1	1	1	Eutrophocola
OMDBv2.0_AA_G_NR100_000128009011	1	1	1	M3003
OMDBv2.0_AA_G_NR100_000146547879	1	1	1	Methylocaldum
OMDBv2.0_AA_G_NR100_000148237242	1	1	1	Terasakiella
OMDBv2.0_AA_G_NR100_000181841551	1	1	1	UBA796
OMDBv2.0_AA_G_NR100_000182749031	1	1	1	TMED8
OMDBv2.0_AA_G_NR100_000231394371	1	1	1	Acinetobacter
OMDBv2.0_AA_G_NR100_000139638378	1	1	1	Xanthobacter
OMDBv2.0_AA_G_NR100_000172093305	1	1	1	UBA11865
OMDBv2.0_AA_G_NR100_000210432979	1	1	1	Unknown UXAT02
OMDBv2.0_AA_G_NR100_000212573851	1	1	1	JACKIH01
OMDBv2.0_AA_G_NR100_000231969975	1	1	1	TMED27
OMDBv2.0_AA_G_NR100_000053835783	1	1	1	Unknown JAAEPA01
OMDBv2.0_AA_G_NR100_000054417249	1	1	1	Ketobacter
OMDBv2.0_AA_G_NR100_000054503866	1	1	1	TMED27
OMDBv2.0_AA_G_NR100_000065897538	1	1	1	Unknown UBA6191
OMDBv2.0_AA_G_NR100_000090484086	1	1	1	UBA8108
OMDBv2.0_AA_G_NR100_000150545836	1	1	1	Heliorestis
OMDBv2.0_AA_G_NR100_000152843949	1	1	1	Aromatoleum
OMDBv2.0_AA_G_NR100_000174568678	1	1	1	BH17
OMDBv2.0_AA_G_NR100_000178785386	1	1	1	Unknown JAVEVO01
OMDBv2.0_AA_G_NR100_000234368249	1	1	1	Unknown JAJNBL01
OMDBv2.0_AA_G_NR100_000152694930	1	1	1	Tsukamurella
OMDBv2.0_AA_G_NR100_000155642686	1	1	1	UBA1664
OMDBv2.0_AA_G_NR100_000159269310	1	1	1	CAIXSC01
