target_id	genome	evidence_tier	protein_length	ref_accession	ref_length	pident	alnlen	evalue	qcov	tcov	length_ratio_query_to_ref
OMDBv2.0_AA_G_NR100_000145424701	RSGB23-1_GCF-003171655-V1_GENO_10000001	Catalytic triad complete	583	A0A840YGF0	577	74.100	569	1.407E-301	0.976	0.986	1.0104
OMDBv2.0_AA_G_NR100_000074235892	KELL22-1_SAMN22237346_MAG_00000088	Catalytic triad complete	607	A0A1Y5SQJ2	597	57.700	542	1.911E-214	0.893	0.905	1.0168
OMDBv2.0_AA_G_NR100_000116245700	PANK22-1_SAMN12290169_MAG_00000051	Catalytic triad complete	635	A0A1Y5SQJ2	597	56.000	541	1.513E-204	0.852	0.898	1.0637
OMDBv2.0_AA_G_NR100_000038997540	CAOS20-1_SAMN13674978-S011_MAG_00000173	Catalytic triad complete	141	A0A1U6HK62	620	82.800	140	1.782E-81	0.993	0.226	0.2274
OMDBv2.0_AA_G_NR100_000200527839	TARA_SAMEA4397215_MAG_00000129	Catalytic triad complete	124	A0A1H8SH32	553	67.400	129	1.101E-57	0.992	0.233	0.2242
OMDBv2.0_AA_G_NR100_000007160821	ATLA15-1_SAMN03981636-S001_MAG_00000208	Catalytic triad complete	552	A0A1Y5TKJ3	636	64.700	551	1.138E-250	0.998	0.866	0.8679
OMDBv2.0_AA_G_NR100_000072412751	KELL22-1_SAMN22237333_MAG_00000023	Catalytic triad complete	639	A0A1Y5TKJ3	636	62.800	589	5.369E-256	0.920	0.926	1.0047
OMDBv2.0_AA_G_NR100_000201652894	TARA_SAMEA4397524_MAG_00000026	Catalytic triad complete	503	A0A1R3WUG2	610	77.400	504	2.399E-273	0.998	0.826	0.8246
OMDBv2.0_AA_G_NR100_000051006911	COLL22-1_SAMN16930225_MAG_00000015	Catalytic triad complete	598	A0A1M5L353	598	78.300	596	0.000E+00	0.997	0.997	1.0000
OMDBv2.0_AA_G_NR100_000203072630	TARA_SAMEA4398238_MAG_00000113	Catalytic triad complete	534	A0A1G8YZ42	583	69.900	531	5.019E-257	0.994	0.907	0.9160
OMDBv2.0_AA_G_NR100_000184345997	TARA_SAMEA2619625_MAG_00000009	Catalytic triad complete	588	A0A1M5ESL0	593	62.500	577	9.312E-246	0.981	0.971	0.9916
OMDBv2.0_AA_G_NR100_000198398755	TARA_SAMEA2623914_MAG_00000005	Catalytic triad complete	646	A0A399RGD8	680	56.100	596	8.887E-231	0.923	0.875	0.9500
OMDBv2.0_AA_G_NR100_000209058663	TARA_SAMEA6008984_MAG_00000193	HMM-supported (no triad)	211	A0A399RGD8	680	61.700	212	1.723E-93	0.995	0.312	0.3103
OMDBv2.0_AA_G_NR100_000174390188	SUHA22-1_SAMN20336529_MAG_00000127	Catalytic triad complete	642	A0A399RGD8	680	57.600	613	4.041E-243	0.955	0.901	0.9441
OMDBv2.0_AA_G_NR100_000182616380	THRA17-1_SAMN05791316_MAG_00000004	Catalytic triad complete	458	Q168U4	601	71.200	452	1.029E-231	0.987	0.752	0.7621
OMDBv2.0_AA_G_NR100_000139255070	RSGB23-1_GCF-000511355-V1_GENO_10000001	Catalytic triad complete	601	A0ABY5WMK7	600	91.100	600	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000030271570	BPAM22-1_SAMN08953030_MAG_00000013	Catalytic triad complete	558	A0ABW7FHN4	556	91.500	557	0.000E+00	0.998	1.000	1.0036
OMDBv2.0_AA_G_NR100_000005235596	ALNE20-1_SAMEA6236718_MAG_00000030	Catalytic triad complete	563	A0A7Y0E2Y1	582	43.800	543	2.729E-150	0.964	0.931	0.9674
OMDBv2.0_AA_G_NR100_000102578145	MARK18-1_SAMN08606337_MAG_00000005	Catalytic triad complete	645	A0A7Y0E2Y1	582	43.600	543	7.117E-148	0.842	0.931	1.1082
OMDBv2.0_AA_G_NR100_000152840918	RSGB23-1_GCF-017894365-V1_GENO_10000001	Catalytic triad complete	594	Q5P115	595	92.400	593	0.000E+00	0.998	0.997	0.9983
OMDBv2.0_AA_G_NR100_000217723273	TARA_SAMEA6035044_MAG_00000006	Catalytic triad complete	649	A0A238L3Z4	603	59.700	584	1.387E-236	0.900	0.965	1.0763
OMDBv2.0_AA_G_NR100_000247457331	ZHOU22-1_SAMN16252662_MAG_00000003	Catalytic triad complete	600	A0A967C673	601	72.800	601	3.326E-302	0.998	1.000	0.9983
OMDBv2.0_AA_G_NR100_000212052016	TARA_SAMEA6017611_MAG_00000018	Catalytic triad complete	319	A0A967C673	601	76.700	310	4.972E-167	0.972	0.516	0.5308
OMDBv2.0_AA_G_NR100_000217697210	TARA_SAMEA6034873_MAG_00000013	Catalytic triad complete	599	A0A967C673	601	74.800	601	1.272E-318	0.998	1.000	0.9967
OMDBv2.0_AA_G_NR100_000220809111	TARA_SAMEA6043220_MAG_00000038	Catalytic triad complete	611	A0ACH2XDR8	610	97.800	610	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000208839019	TARA_SAMEA6008693_MAG_00000014	Catalytic triad complete	464	A0A967C673	601	71.700	463	7.928E-233	0.998	0.770	0.7720
OMDBv2.0_AA_G_NR100_000043700616	CHAS20-1_SAMN14350117_MAG_00000051	Catalytic triad complete	604	A0A967C673	601	72.300	603	1.145E-299	0.998	1.000	1.0050
OMDBv2.0_AA_G_NR100_000140590923	RSGB23-1_GCF-001077815-V2_GENO_10000001	Catalytic triad complete	627	A0A4T3F835	642	66.500	627	6.083E-293	0.990	0.977	0.9766
OMDBv2.0_AA_G_NR100_000216262997	TARA_SAMEA6030651_MAG_00000126	Catalytic triad complete	637	A0ABT9H9U1	636	76.900	635	0.000E+00	0.997	0.991	1.0016
OMDBv2.0_AA_G_NR100_000163407088	SCHR19-1_SAMN09406122_MAG_00000023	Catalytic triad complete	210	A0ABS7JSM9	621	82.200	209	5.076E-118	0.995	0.337	0.3382
OMDBv2.0_AA_G_NR100_000040917073	CAOS20-1_SAMN13674978-S038_MAG_00000061	Catalytic triad complete	622	A0ABS7JSM9	621	85.800	621	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000144169286	RSGB23-1_GCF-002895025-V1_GENO_10000001	Catalytic triad complete	622	A0ABS7JSM9	621	85.500	621	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000187330290	TARA_SAMEA2621300_MAG_00000036	Catalytic triad complete	622	A0ABS7JSM9	621	84.300	621	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000243327582	ZHAN22-5_SAMN24541586_MAG_00000024	Catalytic triad complete	622	A0ABS7JSM9	621	86.100	621	0.000E+00	0.998	1.000	1.0016
OMDBv2.0_AA_G_NR100_000175106319	SUHA22-1_SAMN20336546_MAG_00000033	Catalytic triad complete	623	A0ABS7JSM9	621	84.700	621	0.000E+00	0.997	1.000	1.0032
OMDBv2.0_AA_G_NR100_000215462827	TARA_SAMEA6042488_MAG_00000121	Catalytic triad complete	623	A0ABS7JSM9	621	84.800	621	0.000E+00	0.997	1.000	1.0032
OMDBv2.0_AA_G_NR100_000154106310	RSGB23-2_GCA-947331495-V1_GENO_10000001	Catalytic triad complete	621	A0ABS7IXH5	626	83.700	626	0.000E+00	0.998	1.000	0.9920
OMDBv2.0_AA_G_NR100_000189572172	TARA_SAMEA2623054_MAG_00000002	Catalytic triad complete	623	A0A7W7AAR7	630	79.300	630	0.000E+00	0.998	1.000	0.9889
OMDBv2.0_AA_G_NR100_000126374555	PUEN22-1_SAMN25861433_MAG_00000079	HMM-supported (no triad)	158	A0ACH2XDR8	610	60.700	181	6.079E-72	0.962	0.297	0.2590
OMDBv2.0_AA_G_NR100_000165451755	SHAF22-1_SAMEA7723485_MAG_00000002	Catalytic triad complete	238	A0A238J6H5	600	50.000	180	1.537E-55	0.748	0.300	0.3967
OMDBv2.0_AA_G_NR100_000161698789	SCHR19-1_SAMN09405959_MAG_00000004	HMM-supported (no triad)	252	A0ABR4WHD1	374	86.100	202	8.786E-120	0.798	0.540	0.6738
OMDBv2.0_AA_G_NR100_000003726796	ALNE20-1_SAMEA6236682_MAG_00000081	Catalytic triad complete	372	A0A840FXD9	362	48.900	329	9.178E-104	0.879	0.909	1.0276
OMDBv2.0_AA_G_NR100_000228428516	WANG22-1_SAMN08714533-S078_MAG_00000064	Catalytic triad complete	364	A0A1C3UEH4	360	53.900	345	4.798E-134	0.948	0.958	1.0111
OMDBv2.0_AA_G_NR100_000030468991	BPAM22-1_SAMN08953063_MAG_00000006	HMM-supported (no triad)	120	A0A840FXD9	362	64.400	118	1.495E-52	0.983	0.326	0.3315
OMDBv2.0_AA_G_NR100_000064888336	KOBI21-1_SAMD00231948_MAG_00000002	Catalytic triad complete	359	A0ACG2PW52	357	58.300	353	1.442E-146	0.983	0.989	1.0056
OMDBv2.0_AA_G_NR100_000248846507	ZORZ22-1_SAMN30647025_MAG_00000042	Catalytic triad complete	356	L0DV70	356	74.900	355	1.857E-188	0.997	0.997	1.0000
OMDBv2.0_AA_G_NR100_000063075318	HARO18-2_SAMN05992380_MAG_00000198	Catalytic triad complete	371	A0ABU8WTX6	368	47.300	356	1.514E-111	0.960	0.954	1.0082
OMDBv2.0_AA_G_NR100_000082217703	KOPF15-1_SAMEA7422971_MAG_00000068	Catalytic triad complete	348	A0ABR5SHT9	366	56.700	325	1.325E-125	0.934	0.885	0.9508
OMDBv2.0_AA_G_NR100_000102523983	MARK18-1_SAMN08606331_MAG_00000028	Catalytic triad complete	368	A0ABQ5YQ85	356	62.400	357	1.016E-148	0.970	0.966	1.0337
OMDBv2.0_AA_G_NR100_000138937079	RSGB23-1_GCF-004921845-V1_GENO_10000001	HMM-supported (no triad)	362	F0KN22	361	71.800	359	1.272E-175	0.992	0.992	1.0028
OMDBv2.0_AA_G_NR100_000116049370	PANK22-1_SAMN12290167_MAG_00000025	Catalytic triad complete	368	A0A1C3UEH4	360	49.400	344	8.841E-117	0.935	0.947	1.0222
OMDBv2.0_AA_G_NR100_000120897967	PANK22-1_SAMN12291149_MAG_00000025	Catalytic triad complete	368	A0A1C3UEH4	360	51.400	344	3.822E-121	0.935	0.947	1.0222
OMDBv2.0_AA_G_NR100_000014225807	BERG17-1_SAMN04578346_MAG_00000002	Catalytic triad complete	163	A0A1C3UEH4	360	54.700	137	2.799E-48	0.840	0.381	0.4528
OMDBv2.0_AA_G_NR100_000038439092	CAOS20-1_SAMN13674978-S006_MAG_00000040	Catalytic triad complete	352	A0ABU1JGX6	452	34.000	391	4.366E-58	0.974	0.865	0.7788
OMDBv2.0_AA_G_NR100_000104876727	MEHR18-1_SAMN03444961_MAG_00000242	HMM-supported (no triad)	206	A0A1H1TX48	360	49.400	178	2.692E-61	0.864	0.494	0.5722
OMDBv2.0_AA_G_NR100_000100648615	LUOR22-1_SAMEA13322682_MAG_00000064	Catalytic triad complete	360	A0A0S3PZL7	361	38.200	345	3.935E-78	0.939	0.956	0.9972
OMDBv2.0_AA_G_NR100_000108630920	NGUY21-1_SAMN17524318_MAG_00000231	Catalytic triad complete	363	A0A0S3PZL7	361	38.400	350	6.007E-78	0.964	0.958	1.0055
OMDBv2.0_AA_G_NR100_000100960123	LUOR22-1_SAMEA13322684_MAG_00000076	Catalytic triad complete	359	A0A0S3PZL7	361	39.500	329	1.530E-81	0.916	0.906	0.9945
OMDBv2.0_AA_G_NR100_000219593943	TARA_SAMEA6040350_MAG_00000026	Catalytic triad complete	363	A0A840FXD9	362	38.100	354	3.323E-81	0.975	0.959	1.0028
OMDBv2.0_AA_G_NR100_000151230120	RSGB23-1_GCF-011492965-V1_GENO_10000001	Catalytic triad complete	359	A0A6G8Q0M4	358	100.000	358	5.871E-247	0.997	1.000	1.0028
OMDBv2.0_AA_G_NR100_000139693917	RSGB23-1_GCF-000714715-V1_GENO_10000001	Catalytic triad complete	364	A0ABR5SHT9	366	82.900	357	1.524E-208	0.981	0.973	0.9945
OMDBv2.0_AA_G_NR100_000071530059	KELL22-1_SAMN22237338_MAG_00000009	Catalytic triad complete	366	A0A6G8Q686	366	34.800	317	3.633E-51	0.861	0.866	1.0000
OMDBv2.0_AA_G_NR100_000198201643	TARA_SAMEA2623839_MAG_00000017	Catalytic triad complete	265	A0ABS0AT98	374	46.900	261	2.981E-78	0.970	0.698	0.7086
OMDBv2.0_AA_G_NR100_000105761291	MORG22-1_SAMN09064979_MAG_00000016	Catalytic triad complete	413	A0A1Y6BBD4	429	56.300	419	3.038E-131	0.966	0.977	0.9627
OMDBv2.0_AA_G_NR100_000226166460	TULL18-1_SAMN07571232_MAG_00000011	Catalytic triad complete	413	A0ABU2DYI9	373	26.500	307	3.639E-21	0.743	0.786	1.1072
OMDBv2.0_AA_G_NR100_000065904149	HAWL17-1_SAMN08283974_MAG_00000009	Catalytic triad complete	411	A0A1H6I4J9	426	50.300	402	1.444E-116	0.973	0.944	0.9648
OMDBv2.0_AA_G_NR100_000144350023	RSGB23-1_GCF-002906575-V1_GENO_10000001	Catalytic triad complete	477	Q18HU9	471	68.500	474	5.412E-214	0.994	0.996	1.0127
OMDBv2.0_AA_G_NR100_000098252493	LUOR22-1_SAMEA13322666_MAG_00000101	Catalytic triad complete	605	A0A0D6JB13	605	46.400	532	2.775E-158	0.878	0.879	1.0000
OMDBv2.0_AA_G_NR100_000069953865	KAGO19-1_SAMD00073895_MAG_00000005	Catalytic triad complete	300	A0A975YFU4	612	73.700	297	3.135E-155	0.990	0.485	0.4902
OMDBv2.0_AA_G_NR100_000025027619	BPAM22-1_SAMN07483241_MAG_00000048	HMM-supported (no triad)	291	A0A0P1IAD0	597	60.200	286	1.268E-121	0.983	0.479	0.4874
OMDBv2.0_AA_G_NR100_000061978359	GLAS20-1_SAMN13567155_MAG_00000002	Catalytic triad complete	601	A0A1W2ECN3	597	60.900	595	5.045E-256	0.990	0.997	1.0067
OMDBv2.0_AA_G_NR100_000144283186	RSGB23-1_GCF-002934345-V1_GENO_10000001	Catalytic triad complete	605	A0A0S1B3J8	546	62.700	545	6.190E-235	0.901	0.998	1.1081
OMDBv2.0_AA_G_NR100_000023838275	BPAM22-1_SAMN07483144_MAG_00000029	HMM-supported (no triad)	204	A0A238UVH0	600	69.400	203	7.846E-99	0.995	0.338	0.3400
OMDBv2.0_AA_G_NR100_000188057602	TARA_SAMEA2620988_MAG_00000029	Catalytic triad complete	433	A0A1L9NWF2	597	69.400	432	5.510E-218	0.998	0.724	0.7253
OMDBv2.0_AA_G_NR100_000027624968	BPAM22-1_SAMN07483527_MAG_00000051	Catalytic triad complete	595	A0A0P1IVG2	597	62.400	594	8.798E-264	0.998	0.993	0.9966
OMDBv2.0_AA_G_NR100_000063691704	HARO18-2_SAMN10839292_MAG_00000007	Catalytic triad complete	595	A0A238UVH0	600	62.500	594	1.088E-262	0.998	0.988	0.9917
OMDBv2.0_AA_G_NR100_000076002258	KOBI21-1_SAMD00231492_MAG_00000016	Catalytic triad complete	595	A0A0P1IVG2	597	62.200	594	1.088E-262	0.998	0.993	0.9966
OMDBv2.0_AA_G_NR100_000111903334	NOWI19-1_SAMN09201849_MAG_00000026	Catalytic triad complete	595	A0A238UVH0	600	62.100	594	3.094E-263	0.998	0.988	0.9917
OMDBv2.0_AA_G_NR100_000231349023	WANG22-1_SAMN08714535-S009_MAG_00000100	Catalytic triad complete	595	A0A238UVH0	600	62.900	594	2.502E-264	0.998	0.988	0.9917
OMDBv2.0_AA_G_NR100_000184878231	TARA_SAMEA2619840_MAG_00000170	Catalytic triad complete	605	A0A967C673	601	66.300	599	1.185E-274	0.990	0.988	1.0067
OMDBv2.0_AA_G_NR100_000239279218	ZHAN22-2_SAMN18200493_MAG_00000016	Catalytic triad complete	458	A0A0D6JB13	605	71.600	455	8.572E-227	0.991	0.752	0.7570
OMDBv2.0_AA_G_NR100_000077396679	KOPF15-1_SAMEA7392432_MAG_00000069	Catalytic triad complete	605	A8LR46	604	74.800	601	5.306E-317	0.993	0.995	1.0017
OMDBv2.0_AA_G_NR100_000214671898	TARA_SAMEA6027401_MAG_00000020	Catalytic triad complete	298	B6IMP7	597	67.800	292	3.741E-132	0.980	0.487	0.4992
OMDBv2.0_AA_G_NR100_000143478395	WIND23-1_Gp0561263-S001_MAG_00000231	Catalytic triad complete	606	G4QJF8	605	85.200	605	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000119831053	PANK22-1_SAMN12290878_MAG_00000020	Catalytic triad complete	145	A0T062	355	33.600	110	2.191E-15	0.759	0.293	0.4085
OMDBv2.0_AA_G_NR100_000129484729	SHAF22-1_SAMEA7723711_MAG_00000009	Catalytic triad complete	603	A0A1H2S6P0	603	72.300	596	3.027E-306	0.988	0.988	1.0000
OMDBv2.0_AA_G_NR100_000209917424	TARA_SAMEA6010492_MAG_00000037	Catalytic triad complete	597	A0A1Y5SQJ2	597	51.300	592	4.410E-211	0.992	0.973	1.0000
OMDBv2.0_AA_G_NR100_000001558169	ALNE18-1_SAMEA104408617_MAG_00000018	Catalytic triad complete	603	A0A1Y5RNQ3	597	71.900	582	1.226E-297	0.965	0.975	1.0101
OMDBv2.0_AA_G_NR100_000243132639	ZHAN22-5_SAMN24541579_MAG_00000016	Catalytic triad complete	688	A0A399RGD8	680	82.300	687	0.000E+00	0.999	1.000	1.0118
OMDBv2.0_AA_G_NR100_000197217740	TARA_SAMEA2623523_MAG_00000055	Catalytic triad complete	734	Q5P962	809	52.100	678	1.010E-227	0.922	0.838	0.9073
OMDBv2.0_AA_G_NR100_000153705701	RSGB23-1_GCF-900699765-V1_GENO_10000001	Catalytic triad complete	736	Q5P962	809	40.800	718	2.135E-155	0.976	0.870	0.9098
OMDBv2.0_AA_G_NR100_000183111559	TARA_SAMEA2189670_MAG_00000014	Catalytic triad complete	289	A0ABS6SMJ6	626	82.200	288	1.559E-166	0.997	0.460	0.4617
OMDBv2.0_AA_G_NR100_000114148826	OBRI24-1_SAMEA115094373_MAG_00000033	Catalytic triad complete	396	A0A7W9B7P3	595	89.200	399	2.354E-249	0.997	0.671	0.6655
OMDBv2.0_AA_G_NR100_000077691411	KOPF15-1_SAMEA7392435_MAG_00000080	Catalytic triad complete	629	A0A1Y6FB30	639	74.300	639	0.000E+00	0.998	1.000	0.9844
OMDBv2.0_AA_G_NR100_000010710142	ATLA15-1_SAMN03981674-S001_MAG_00000001	Catalytic triad complete	630	A0A1Y6FB30	639	76.700	639	0.000E+00	0.998	1.000	0.9859
OMDBv2.0_AA_G_NR100_000036578074	CAOS20-1_SAMN13674977-S020_MAG_00000066	Catalytic triad complete	636	A0A6I4UKJ2	642	87.300	642	0.000E+00	0.998	1.000	0.9907
OMDBv2.0_AA_G_NR100_000019099812	BOEU19-1_SAMN09765709_MAG_00000001	Catalytic triad complete	656	A0ABS6SMJ6	626	74.100	629	8.623E-318	0.959	1.000	1.0479
OMDBv2.0_AA_G_NR100_000053686260	DOMB18-1_SAMN06288063_MAG_00000339	Catalytic triad complete	741	Q5P962	809	40.700	697	9.412E-163	0.941	0.828	0.9159
OMDBv2.0_AA_G_NR100_000100451865	LUOR22-1_SAMEA13322681_MAG_00000057	Catalytic triad complete	474	A0A6I6EJF8	355	35.200	294	8.275E-48	0.618	0.828	1.3352
OMDBv2.0_AA_G_NR100_000011110880	ATLA15-1_SAMN03981678-S001_MAG_00000135	Catalytic triad complete	551	D8IXL9	832	41.000	550	1.726E-123	0.991	0.661	0.6623
OMDBv2.0_AA_G_NR100_000224653190	TARA_SAMEA6055069_MAG_00000108	Catalytic triad complete	446	A0A399RGD8	680	95.000	445	2.449E-287	0.998	0.654	0.6559
OMDBv2.0_AA_G_NR100_000157800597	SANC23-1_SAMEA110646512_MAG_00000010	Catalytic triad complete	349	A0A238UVH0	600	83.600	348	2.967E-209	0.997	0.580	0.5817
OMDBv2.0_AA_G_NR100_000059674166	FUCH22-1_SAMN21575214_MAG_00000070	Catalytic triad complete	411	A0A1I2AR92	601	81.800	408	5.136E-237	0.993	0.679	0.6839
OMDBv2.0_AA_G_NR100_000057169973	FORT15-1_SAMEA3355528_MAG_00000053	Catalytic triad complete	508	A0A1L9NWF2	597	86.100	507	2.133E-311	0.998	0.849	0.8509
OMDBv2.0_AA_G_NR100_000182458798	TAOJ22-1_SAMN27365862_MAG_00000055	Catalytic triad complete	587	A0A7W6M8H4	601	84.100	585	0.000E+00	0.997	0.973	0.9767
OMDBv2.0_AA_G_NR100_000054846767	DUAR15-1_SAMN06266140_MAG_00000029	Catalytic triad complete	602	A0A1I2AR92	601	78.400	599	0.000E+00	0.995	0.997	1.0017
OMDBv2.0_AA_G_NR100_000139682575	RSGB23-1_GCF-000712275-V1_GENO_10000001	Catalytic triad complete	602	A0A7W6GZI0	601	86.300	601	0.000E+00	0.998	1.000	1.0017
OMDBv2.0_AA_G_NR100_000181818900	TAOJ22-1_SAMN27365858_MAG_00000150	Catalytic triad complete	602	A0ABT7EUP9	601	75.800	597	5.044E-321	0.992	0.993	1.0017
OMDBv2.0_AA_G_NR100_000236335445	XUSH22-1_SAMN16869654_MAG_00000029	Catalytic triad complete	602	A0A7W6M8H4	601	77.000	600	0.000E+00	0.997	0.998	1.0017
OMDBv2.0_AA_G_NR100_000126179115	WIND23-1_Gp0561260-S001_MAG_00000043	Catalytic triad complete	607	Q168U4	601	73.800	601	1.038E-322	0.990	1.000	1.0100
OMDBv2.0_AA_G_NR100_000153601914	RSGB23-1_GCF-900302465-V1_GENO_10000001	Catalytic triad complete	604	A0A7W6GZI0	601	74.700	601	6.288E-316	0.995	0.997	1.0050
OMDBv2.0_AA_G_NR100_000043629105	CHAS20-1_SAMN14350116_MAG_00000013	Catalytic triad complete	745	Q5P962	809	54.500	697	2.124E-247	0.936	0.862	0.9209
OMDBv2.0_AA_G_NR100_000139988540	RSGB23-1_GCF-000770585-V1_GENO_10000001	Catalytic triad complete	753	Q5P962	809	42.200	667	2.083E-160	0.871	0.824	0.9308
OMDBv2.0_AA_G_NR100_000103901381	MCIN21-1_SAMEA7319899_MAG_00000034	Catalytic triad complete	755	A0A974SQ83	605	72.400	591	1.675E-300	0.780	0.977	1.2479
OMDBv2.0_AA_G_NR100_000144719347	RSGB23-1_GCF-002994485-V1_GENO_10000001	Catalytic triad complete	757	Q5P962	809	47.300	719	1.010E-205	0.937	0.889	0.9357
OMDBv2.0_AA_G_NR100_000184740659	TARA_SAMEA2619779_MAG_00000006	Catalytic triad complete	730	D8IXL9	832	42.800	686	7.201E-164	0.922	0.825	0.8774
OMDBv2.0_AA_G_NR100_000143421892	RSGB23-1_GCF-002836035-V1_GENO_10000001	Catalytic triad complete	764	Q5P962	809	53.600	689	7.345E-237	0.902	0.847	0.9444
OMDBv2.0_AA_G_NR100_000197390981	TARA_SAMEA2623579_MAG_00000072	Catalytic triad complete	721	A0A1I0IRB1	713	74.400	639	0.000E+00	0.886	0.885	1.0112
OMDBv2.0_AA_G_NR100_000246269179	ZHEN22-1_SAMN12826202_MAG_00000065	Catalytic triad complete	773	Q5P962	809	51.200	676	1.534E-217	0.872	0.836	0.9555
OMDBv2.0_AA_G_NR100_000153139408	RSGB23-1_GCF-018729255-V1_GENO_10000001	Catalytic triad complete	388	Q5P962	809	58.600	335	5.748E-132	0.838	0.414	0.4796
OMDBv2.0_AA_G_NR100_000236681688	YANW21-1_SAMN17278062_MAG_00000006	Catalytic triad complete	421	A0ABU2DYI9	373	27.700	298	9.158E-23	0.708	0.761	1.1287
OMDBv2.0_AA_G_NR100_000212235658	TARA_SAMEA6017985_MAG_00000014	Catalytic triad complete	435	D8IXL9	832	33.400	442	1.137E-63	0.995	0.531	0.5228
OMDBv2.0_AA_G_NR100_000236764795	YANW21-1_SAMN17278184_MAG_00000014	Catalytic triad complete	286	A0AAW9RTT9	601	68.600	281	1.011E-137	0.983	0.468	0.4759
OMDBv2.0_AA_G_NR100_000006149570	ANDE17-1_SAMEA4470848_MAG_00000022	Catalytic triad complete	789	D8IXL9	832	43.900	669	1.134E-165	0.848	0.802	0.9483
OMDBv2.0_AA_G_NR100_000038023470	CAOS20-1_SAMN13674978-S010_MAG_00000018	Catalytic triad complete	654	A0ABV6QZE6	660	73.600	660	2.777E-317	0.998	1.000	0.9909
OMDBv2.0_AA_G_NR100_000202639733	TARA_SAMEA4398027_MAG_00000047	Catalytic triad complete	106	A0A7W8HW20	661	83.800	105	4.441E-61	0.991	0.159	0.1604
OMDBv2.0_AA_G_NR100_000040904837	CAOS20-1_SAMN13674978-S038_MAG_00000032	Catalytic triad complete	254	A0A4Y9RQH1	646	88.100	253	7.226E-153	0.996	0.392	0.3932
OMDBv2.0_AA_G_NR100_000140286898	RSGB23-1_GCF-000828475-V1_GENO_10000001	Catalytic triad complete	799	Q5P962	809	41.600	725	4.760E-159	0.884	0.896	0.9876
OMDBv2.0_AA_G_NR100_000197246773	TARA_SAMEA2623523_MAG_00000105	HMM-supported (no triad)	451	D8IXL9	832	35.500	442	2.664E-70	0.976	0.531	0.5421
OMDBv2.0_AA_G_NR100_000226812093	WANG21-1_SAMN08952654_MAG_00000049	Catalytic triad complete	649	A0AAE9ZDV1	649	88.400	649	0.000E+00	0.998	1.000	1.0000
OMDBv2.0_AA_G_NR100_000146239745	RSGB23-1_GCF-003415675-V1_GENO_10000001	Catalytic triad complete	805	Q5P962	809	42.200	704	1.287E-169	0.861	0.870	0.9951
OMDBv2.0_AA_G_NR100_000246128018	ZHEN20-1_SAMN07748061_MAG_00000022	Catalytic triad complete	809	A0A5C0SE92	356	36.900	309	1.237E-63	0.379	0.868	2.2725
OMDBv2.0_AA_G_NR100_000069636309	KAGO19-1_SAMD00073865_MAG_00000007	Catalytic triad complete	627	A0ABY1IA19	608	97.300	608	0.000E+00	0.970	1.000	1.0312
OMDBv2.0_AA_G_NR100_000191605921	TARA_SAMEA2622206_MAG_00000031	Catalytic triad complete	613	A0A0M6ZM15	601	49.900	551	1.478E-186	0.899	0.910	1.0200
OMDBv2.0_AA_G_NR100_000220522412	TARA_SAMEA6042536_MAG_00000005	Catalytic triad complete	598	A0A967C673	601	65.800	600	4.113E-280	0.998	0.998	0.9950
OMDBv2.0_AA_G_NR100_000104757097	MEHR18-1_SAMN03444961_MAG_00000113	Catalytic triad complete	628	A0A840XMK5	600	63.300	612	7.689E-261	0.975	0.972	1.0467
OMDBv2.0_AA_G_NR100_000247012010	ZHEN22-1_SAMN12826205_MAG_00000084	Catalytic triad complete	570	A0A8G2BML8	600	67.000	552	3.326E-259	0.968	0.910	0.9500
OMDBv2.0_AA_G_NR100_000191860911	TARA_SAMEA2622331_MAG_00000006	Catalytic triad complete	487	A0A399RGD8	680	60.700	476	1.778E-208	0.977	0.697	0.7162
OMDBv2.0_AA_G_NR100_000182108128	WIND23-1_Gp0561269-S001_MAG_00000019	Catalytic triad complete	610	A0A399RGD8	680	58.200	593	4.064E-241	0.972	0.865	0.8971
OMDBv2.0_AA_G_NR100_000036533404	CAOS20-1_SAMN13674977-S010_MAG_00000037	Catalytic triad complete	610	A0A399RGD8	680	58.000	607	5.496E-250	0.990	0.893	0.8971
OMDBv2.0_AA_G_NR100_000202488349	TARA_SAMEA4397948_MAG_00000071	Catalytic triad complete	610	A0A399RGD8	680	58.900	594	1.030E-249	0.974	0.874	0.8971
OMDBv2.0_AA_G_NR100_000064692878	HAWL17-1_SAMN05224483_MAG_00000069	Catalytic triad complete	599	H8FTL3	602	62.900	596	2.690E-263	0.993	0.990	0.9950
OMDBv2.0_AA_G_NR100_000147129497	RSGB23-1_GCF-003858185-V1_GENO_10000001	Catalytic triad complete	607	A0A0H3KQU5	606	87.400	606	0.000E+00	0.998	1.000	1.0017
